text,label,label_name,generate_label
i already have one of your cards how do i link them,13,card_linking,13
how do i link my replacement card,13,card_linking,13
can i link another card to my account,13,card_linking,13
i need to know your exchange rates,32,exchange_rate,32
what exchange rates do you offer,32,exchange_rate,32
how did you come up with your exchange rates,32,exchange_rate,32
where do you guys acquire your exchange rate,32,exchange_rate,32
how do i find the exchange rate,32,exchange_rate,32
what are your international exchange rates,32,exchange_rate,32
how often do your exchange rates change,32,exchange_rate,32
please advise what is the exchange rate,32,exchange_rate,32
how are exchange rates calculated,32,exchange_rate,32
what are exchange rates based on,32,exchange_rate,32
what are exchange rates,32,exchange_rate,32
what are the most current exchange rates,32,exchange_rate,32
can you explain your exchange rate policy to me,32,exchange_rate,32
is it a good time to exchange,32,exchange_rate,32
what is the exchange rate like on this app,32,exchange_rate,32
do you have a list of exchange rates,32,exchange_rate,32
can you tell me where you get your exchange rates,32,exchange_rate,32
will i get a curreng foreign exchange rate,32,exchange_rate,32
what currencies is an exchange rate calculated in,32,exchange_rate,32
where do you get your exchange rates from,32,exchange_rate,32
what is the base of the exchange rates,32,exchange_rate,32
what exchange rate do you use,32,exchange_rate,32
the exchange rates are,32,exchange_rate,32
what do you base your exchange rates on,32,exchange_rate,32
what foreign exchange rate will you use,32,exchange_rate,32
how much will i get with the exchange rate,32,exchange_rate,32
the exchange rate would be,32,exchange_rate,32
what is the exchange rate like,32,exchange_rate,32
how do your exchange rates work,32,exchange_rate,32
what is the exchange rate,32,exchange_rate,32
where did your guys exchange rates come from,32,exchange_rate,32
how are you determining your exchange rates,32,exchange_rate,32
im trying to figure out the current exchange rate,32,exchange_rate,32
from where are you getting your exchange rates,32,exchange_rate,32
can you tell me the foreign exchange rate,32,exchange_rate,32
why do your exchange rates change,32,exchange_rate,32
what kind of foreign exchange rate will i get when i exchange my money,32,exchange_rate,32
what is my foreign exchange rate,32,exchange_rate,32
when does the rate get determined,32,exchange_rate,32
what is the current exchange rate for me,32,exchange_rate,32
i purchased something in a foreign currency but the rate applied is wrong,17,card_payment_wrong_exchange_rate,17
i made a currency exchange and think i was charged more than i should of been,17,card_payment_wrong_exchange_rate,17
the card payment exchange rate is wrong,17,card_payment_wrong_exchange_rate,17
the exchange rate was wrong when i bought something outside the country,17,card_payment_wrong_exchange_rate,17
the exchange rate on my purchase is wrong,17,card_payment_wrong_exchange_rate,17
this rate is too low are you sure your using the right exchange rate,17,card_payment_wrong_exchange_rate,32
i bought something but the exchange rate looks wrong,17,card_payment_wrong_exchange_rate,17
the rate applied to my foreign purchase was incorrect,17,card_payment_wrong_exchange_rate,17
i bought something in a foreign currency but the rate applied is wrong,17,card_payment_wrong_exchange_rate,17
my exchange went wrong i swapped russian ruble for uk pounds and was charged too much,17,card_payment_wrong_exchange_rate,17
you did not apply the correct exchange rate for an item that i bought,17,card_payment_wrong_exchange_rate,17
the rate of exchange for my card payment is incorrect,17,card_payment_wrong_exchange_rate,17
the rate for a currency exchange was wrong when i bought something,17,card_payment_wrong_exchange_rate,17
why is the exchange rate wrong when i purchase something abroad,17,card_payment_wrong_exchange_rate,17
i bought an item and noticed the exchange rate was not correct,17,card_payment_wrong_exchange_rate,17
i bought something overseas and the wrong exchange rate is on my statement,17,card_payment_wrong_exchange_rate,17
the exchange rate for my transaction last saturday seems to have been wrong i got charged extra please fix,17,card_payment_wrong_exchange_rate,17
why is your exchange rate for my card payment wrong,17,card_payment_wrong_exchange_rate,17
why am i being charged more,17,card_payment_wrong_exchange_rate,34
i purchased an item and the exchange rate i was given was incorrect,17,card_payment_wrong_exchange_rate,17
i dont think my card payment exchange rate is correct,17,card_payment_wrong_exchange_rate,17
when i made a purchase last saturday i was charged extra did i receive the right exchange rate,17,card_payment_wrong_exchange_rate,17
they charged me wrong for a currency exchange on a purchase,17,card_payment_wrong_exchange_rate,17
i believe my card payment exchange rate is incorrect,17,card_payment_wrong_exchange_rate,17
hi i have been overcharged for my payment last saturday i guess exchange rate was wrong,17,card_payment_wrong_exchange_rate,17
the exchange rate seems off on this transaction,17,card_payment_wrong_exchange_rate,17
the exchange rate given to me wasnt correct after i purchased an item,17,card_payment_wrong_exchange_rate,17
hi i dont think your exchange rate is right i need you to check the official interbank exchange please,17,card_payment_wrong_exchange_rate,17
im pretty sure something went wrong with my exchange i changed russian ruble to uk pounds and was charged way too much,17,card_payment_wrong_exchange_rate,17
i wasnt applied the correct exchange rate for an item i bought,17,card_payment_wrong_exchange_rate,17
the conversion value for my card payments is incorrect,17,card_payment_wrong_exchange_rate,17
the wrong exchange rate was used when i bought something with a foriegn currency,17,card_payment_wrong_exchange_rate,17
i paid for something in foreign currency but noticed the exchange rate is incorrect,17,card_payment_wrong_exchange_rate,17
the incorrect rate was used in my foreign purchase,17,card_payment_wrong_exchange_rate,17
why was the exchange rate incorrect for an item i recently bought,17,card_payment_wrong_exchange_rate,17
why is my exchange rate wrong for an item i bought,17,card_payment_wrong_exchange_rate,17
how can i check the exchange rate applied to my transaction,17,card_payment_wrong_exchange_rate,32
your exchange rate is totally wrong for my card payment,17,card_payment_wrong_exchange_rate,17
the wrong rate was applied to an item i bought in a currency different from mine can this be changed,17,card_payment_wrong_exchange_rate,17
i go the wrong exchange rate applied to my purchase in a foreign country,17,card_payment_wrong_exchange_rate,17
my statement has a dollar i have been charged showing up on it,34,extra_charge_on_statement,34
why is there a fee for an extra pound in my statement,34,extra_charge_on_statement,34
im not okay with this fee on my statement,34,extra_charge_on_statement,34
why is there an extra dollar charged to my account,34,extra_charge_on_statement,34
there is a fee i dont recognize on my statement,34,extra_charge_on_statement,34
i would like a refund on the extra pound i was charged,34,extra_charge_on_statement,75
can you explain what this random charge is,34,extra_charge_on_statement,16
what is this charge on my statement,34,extra_charge_on_statement,34
why does my statement have these extra charges,34,extra_charge_on_statement,34
i do not remember purchasing anything for and it is on my statement can you please tell me what that is about,34,extra_charge_on_statement,16
i can see an extra charge on my app why did you charge me extra,34,extra_charge_on_statement,34
can you tell me why i noticed a charge on my statement,34,extra_charge_on_statement,34
when will the transaction be credited to me,34,extra_charge_on_statement,50
where did this fee come from,34,extra_charge_on_statement,15
i noticed an extra charge on my statement can you tell me why that is,34,extra_charge_on_statement,34
there is an extra charge,34,extra_charge_on_statement,34
i need information about an extra fee in my statement,34,extra_charge_on_statement,34
why is there an extra pound charge on my card,34,extra_charge_on_statement,34
why are there so many fees on my statement,34,extra_charge_on_statement,34
what would be the reason theres an extra fee on my statement,34,extra_charge_on_statement,34
where did this euro fee come from,34,extra_charge_on_statement,19
i got a extra fee in my statement,34,extra_charge_on_statement,34
i have a euro fee on my statement,34,extra_charge_on_statement,34
why was i overcharged a pound,34,extra_charge_on_statement,15
something went wrong i was charged an extra pound,34,extra_charge_on_statement,34
where did the extra fee on my statement come from,34,extra_charge_on_statement,34
there is an extra charge on my app that i was not told about or i was aware of,34,extra_charge_on_statement,34
i am seeing an extra fee on my statement what is that for,34,extra_charge_on_statement,34
what is this fee in my statement,34,extra_charge_on_statement,34
i am a new customer and i happened to look at my app and there is a charge i am not familiar with could you tell me why the extra charge is there,34,extra_charge_on_statement,34
for some reason my accounts been charged an extra dollar,34,extra_charge_on_statement,34
there is a transaction for and i dont know why it was charged,34,extra_charge_on_statement,16
can you help me with a weird charge its a pound charge that never goes away from the statement view on the app im using its not described as anything but pending and that status has never changed during the last two days,34,extra_charge_on_statement,45
what is the purpose of the extra fee that is showing up on my statement,34,extra_charge_on_statement,34
extra has been charged on my statement why is that,34,extra_charge_on_statement,34
what is the extra fee in my statement,34,extra_charge_on_statement,34
its been two weeks why has the transaction for not been reversed,34,extra_charge_on_statement,51
what is the fee for,34,extra_charge_on_statement,19
im quite confused as to what is going on there is some odd extra pound charge on my statement in the app thats just listed as pending and doesnt go away since a couple days,34,extra_charge_on_statement,34
can you please check why i am having this extra fee on my statement,34,extra_charge_on_statement,34
my withdrawl is still pending why,46,pending_cash_withdrawal,46
my card was denied at an atm earlier today but the transaction is pending please cancel it as i did not receive my money,46,pending_cash_withdrawal,46
my transaction is still showing that is pending from my cash withdrawal,46,pending_cash_withdrawal,46
hey i tried to get some money out earlier but the machine didnt work now just saw the transaction still seems in progress can you please check whats going there seems something is broken i dont want to be charged for money that i havent actually received,46,pending_cash_withdrawal,46
how long does the cash withdrawal take to pend,46,pending_cash_withdrawal,46
why is it taking so long for my cash withdrawal to no longer show as pending,46,pending_cash_withdrawal,46
i tried taking money from the atm but no money came out but the transaction is still pending how is this possible,46,pending_cash_withdrawal,46
i got some cash of an atm earlier but this shows up as pending in the app how can this be still pending ive got the cash already,46,pending_cash_withdrawal,46
why is my withdrawal still pending,46,pending_cash_withdrawal,46
are you sure when the withdrawal will show,46,pending_cash_withdrawal,46
hi i was wondering if you can help me i used the city centre atm to get some cash but the machine declined my card my account shows that transaction is still pending i didnt receive the money so please cancel that transaction,46,pending_cash_withdrawal,46
why is a transaction showing as pending when i recieved cash from an atm,46,pending_cash_withdrawal,46
my cash in the atm is still pending,46,pending_cash_withdrawal,46
my atm cash out is still pending,46,pending_cash_withdrawal,46
i am still waiting for a cash withdrawal to show,46,pending_cash_withdrawal,46
is my pending cash withdrawal processed,46,pending_cash_withdrawal,46
how long til my cash out goes through,46,pending_cash_withdrawal,48
why is my atm cash withdrawal showing up as a pending transaction,46,pending_cash_withdrawal,46
hii tried to get some money out but the machine was not working the transaction still seems in progress can you please check whats going oni dont want to be charged for money that i did not received,46,pending_cash_withdrawal,46
hey my card was declined at an atm in the city centre theatre my account says the transaction is pending though i didnt get the money though so what does that mean,46,pending_cash_withdrawal,46
why do i have a pending cash withdrawal,46,pending_cash_withdrawal,46
i have a pending cash withdrawal,46,pending_cash_withdrawal,46
i made a withdrawal from my account but it has not posted,46,pending_cash_withdrawal,46
is my cash withdrawal pending,46,pending_cash_withdrawal,46
im not quite understanding why my cash withdrawal is showing as pending,46,pending_cash_withdrawal,46
i made a cash withdrawal but the pending status is taking forever,46,pending_cash_withdrawal,46
my cash withdrawal is still showing as pending,46,pending_cash_withdrawal,46
why am i unable to take money from my card but the statement says the transaction is still pending,46,pending_cash_withdrawal,46
why does my account have a pending cash withdrawal,46,pending_cash_withdrawal,46
i have a pending transaction in my app how is it still pending if i pulled the cash out from the atm earlier,46,pending_cash_withdrawal,46
cash withdrawal still pending,46,pending_cash_withdrawal,46
i received cash from the atm earlier but this shows up as pending in the app ive got the cash already how can this be still pending,46,pending_cash_withdrawal,46
i tried to take money from my card but it didnt work later i saw that the transaction is still in progress whats goign on,46,pending_cash_withdrawal,46
why does it say pending cash withdrawal on my statement,46,pending_cash_withdrawal,46
how long with my cash withdrawal stay pending for,46,pending_cash_withdrawal,46
wheres accounting for my cash withdrawal,46,pending_cash_withdrawal,20
my account was charged for a withdraw i tried to make that was decline,46,pending_cash_withdrawal,26
how long does it take to post atm with drawl,46,pending_cash_withdrawal,46
why is my cash withdrawal from the atm still not yet showing as confirmed in my account,46,pending_cash_withdrawal,46
whats a pending transaction my card was declined at an atm but my account says its still pending can i cancel the payment,46,pending_cash_withdrawal,46
if i request that my funds be held what currencies do you use,36,fiat_currency_support,54
i want to know how many different currencies my money can be in,36,fiat_currency_support,54
do you support all fiat currencies,36,fiat_currency_support,36
does your system support multiple currency,36,fiat_currency_support,54
what currencies can i hold money in,36,fiat_currency_support,54
do you support any currency,36,fiat_currency_support,54
there is an incoming payment into my account but it is deactivated will they still be processed,36,fiat_currency_support,66
what currencies do you do exchanges for,36,fiat_currency_support,36
in terms of holding and exchange what fiat currencies do you use,36,fiat_currency_support,36
what fiat currencies are used for holding transactions,36,fiat_currency_support,36
where can i exchange my money for eur,36,fiat_currency_support,32
is it permissible to hold money in multiple currencies,36,fiat_currency_support,36
can i exchange to eur,36,fiat_currency_support,32
can someone assist me with the details explaining which fiat currencies that you support,36,fiat_currency_support,36
do you offer additional currency options,36,fiat_currency_support,54
how do i change currencies to euros,36,fiat_currency_support,33
what fiat currencies are supported for holding and exchange,36,fiat_currency_support,36
when considering currency holdings and exchanges what fiat currencies are supported,36,fiat_currency_support,36
will you handle eur,36,fiat_currency_support,54
can i hold money in other currencies,36,fiat_currency_support,36
what options do i have for holding currencies,36,fiat_currency_support,54
do you happen to do exchanges of eur,36,fiat_currency_support,36
do you accept exchanges to eur,36,fiat_currency_support,36
can you tell me what currency i can have,36,fiat_currency_support,54
am i able to exchange currencies,36,fiat_currency_support,32
what currencies are used in your exchange,36,fiat_currency_support,54
which fiat currencies do you support,36,fiat_currency_support,36
which countrys currency do you support,36,fiat_currency_support,54
i want to make a currency exchange to eu,36,fiat_currency_support,33
can i exchange and hold all fiat currencies,36,fiat_currency_support,36
what kind of currency can i hold money in,36,fiat_currency_support,36
can i exchange currencies,36,fiat_currency_support,32
do you work with all fiat currencies,36,fiat_currency_support,36
can i hold money in multiple currencies,36,fiat_currency_support,36
how man currencies can i hold,36,fiat_currency_support,54
besides usd what other currencies can i have,36,fiat_currency_support,54
how do i accept exchanges to eu,36,fiat_currency_support,24
what kind of fiat currency can i used for holding and exchange,36,fiat_currency_support,36
do you support the exchange of eur from my currency,36,fiat_currency_support,36
what countries can i travel to and have access to their currencies,36,fiat_currency_support,24
i need my card now,12,card_delivery_estimate,11
my card was not in the mail again can you advise,12,card_delivery_estimate,11
i need my card quick,12,card_delivery_estimate,11
how long will it take to get to me,12,card_delivery_estimate,12
im just wondering when my card will get here,12,card_delivery_estimate,11
can you get me my card fast,12,card_delivery_estimate,12
how long will it take to deliver something to us,12,card_delivery_estimate,12
i live in the us how long will it take for delivery,12,card_delivery_estimate,12
when can i expect my card to be delivered to the us,12,card_delivery_estimate,12
i need my card quickly,12,card_delivery_estimate,11
does delivery to the us take long,12,card_delivery_estimate,12
how long will it take to arrive,12,card_delivery_estimate,11
can i have my card delivered on a specific day,12,card_delivery_estimate,12
what is the difference between standard and express delivery,12,card_delivery_estimate,12
can it be delivered by a specific date,12,card_delivery_estimate,12
may i choose when its delivered,12,card_delivery_estimate,12
i need it delivered on a certain date,12,card_delivery_estimate,12
when should i expect my card,12,card_delivery_estimate,12
how long does it take to get my card can i choose when to receive it,12,card_delivery_estimate,12
how long will it take for the card to arrive,12,card_delivery_estimate,11
how fast can you deliver,12,card_delivery_estimate,12
ordered awhile back what is the eta in the us,12,card_delivery_estimate,12
how long should i expect for the card to arrive,12,card_delivery_estimate,12
whats the delivery time to the united states,12,card_delivery_estimate,12
when will the card arrive,12,card_delivery_estimate,11
send my card as soon as you are able to,12,card_delivery_estimate,43
when are cards delivered,12,card_delivery_estimate,12
how long does shipping take to get to a us destination,12,card_delivery_estimate,12
can i get my card expedited,12,card_delivery_estimate,43
how long until my card is delivered,12,card_delivery_estimate,12
i need my card to come as soon as possible,12,card_delivery_estimate,11
when can i expect to receive my new card,12,card_delivery_estimate,12
i am waiting for my card to arrive,12,card_delivery_estimate,11
i need my card as soon as possible,12,card_delivery_estimate,11
i need it delivered by saturday,12,card_delivery_estimate,12
whats the us delivery time,12,card_delivery_estimate,12
when will my card arrive,12,card_delivery_estimate,11
can i choose a date for delivery,12,card_delivery_estimate,12
can i make sure my card is delivered on a specific day,12,card_delivery_estimate,12
can i have it be delivered at a certain time,12,card_delivery_estimate,12
when traveling can i auto topup my card at certain times,4,automatic_top_up,4
is there a limit when using auto topup,4,automatic_top_up,60
will it automatically topup or do i need to do that manually if there isnt much cash left,4,automatic_top_up,4
im running out of money can i auto top up,4,automatic_top_up,4
how do i use auto top up,4,automatic_top_up,4
can it automatically topup money if there isnt much left,4,automatic_top_up,4
if there isnt much money left can it automatically topup,4,automatic_top_up,4
i read about the autotop up function but cant find it in the app,4,automatic_top_up,4
can i have it add money at certain time intervals when i travel,4,automatic_top_up,4
im going to be away for awhile can i have it add money automatically in certain intervals,4,automatic_top_up,4
where can i find the autotop feature,4,automatic_top_up,4
i just activated auto topup but it is not letting me enable it why not,4,automatic_top_up,4
is there an auto topup option,4,automatic_top_up,4
where is thefttop option,4,automatic_top_up,41
are there limits on auto topup,4,automatic_top_up,4
can you assist me with the auto top up,4,automatic_top_up,4
do you have any limit on the auto topup,4,automatic_top_up,4
why are there limits on auto topup,4,automatic_top_up,60
how can i top up automatically,4,automatic_top_up,4
how do i make sure i dont run out of money on my card while traveling,4,automatic_top_up,60
whats the limit on automatic topup,4,automatic_top_up,60
if i will be traveling is there a way to auto topup my card on certain days,4,automatic_top_up,4
where is the auto topup option,4,automatic_top_up,4
can i have a auto topup when my account is short,4,automatic_top_up,4
do you have an auto topup option,4,automatic_top_up,4
can i space out how often money is transferred along my travels,4,automatic_top_up,67
will it automatically topup money if there isnt a lot left,4,automatic_top_up,4
can i have it add money automatically in certain intervals,4,automatic_top_up,4
can i set up an automatic topup for travel,4,automatic_top_up,4
ive tried looking for the autotop up option on your website and i cant seem to find it can you help me,4,automatic_top_up,4
how do i top up my money automatically,4,automatic_top_up,4
can i be topped up once i hit a certain balance,4,automatic_top_up,4
will it automatically topup if there isnt much money left,4,automatic_top_up,4
is there any way to auto topup,4,automatic_top_up,4
can you explain where i can find the autotop option,4,automatic_top_up,4
what is the auto top up function and where can i find that at,4,automatic_top_up,4
is there a way to topup automatically,4,automatic_top_up,4
is there a topup feature if there isnt a lot of money left,4,automatic_top_up,4
what is the highest limit for auto top,4,automatic_top_up,4
how do i enable autotop up,4,automatic_top_up,4
ive tried my card a bunch of times and it never worked,14,card_not_working,14
i cant get my card to work,14,card_not_working,14
my card appears to be broken how can i fix it,14,card_not_working,14
how do i know why my card isnt working,14,card_not_working,14
my card broke,14,card_not_working,14
my card wont work,14,card_not_working,14
why is my card not working,14,card_not_working,14
can you please identify the problem with my bank card,14,card_not_working,14
how do i unblock my card using the app,14,card_not_working,49
my card does not work,14,card_not_working,14
how can i get my physical card to work,14,card_not_working,14
can someone assist me by explaining why my card is not working,14,card_not_working,14
help me my card doesnt work,14,card_not_working,14
can a card stop working,14,card_not_working,14
i think my card is broken,14,card_not_working,14
why isnt my card working,14,card_not_working,14
my card isnt working anymore,14,card_not_working,14
my card was declined today when eating and i need to know whats wrong,14,card_not_working,25
my card doesnt work,14,card_not_working,14
how can i resolve a problem where my card wont go through at all,14,card_not_working,14
my actual card isnt working,14,card_not_working,14
is my card broken,14,card_not_working,14
i broke my card,14,card_not_working,41
my card stopped working,14,card_not_working,14
my card is broke what do i do,14,card_not_working,14
i tried using my card today and its not working can you help me,14,card_not_working,14
my card stopped working when i use it,14,card_not_working,14
i cant use my card,14,card_not_working,14
need help with my card its not working,14,card_not_working,14
i cannot use my card,14,card_not_working,14
the card ive got seems to be broken,14,card_not_working,14
my card isnt working,14,card_not_working,14
my card suddenly quit working,14,card_not_working,14
i have tried to use my card several times and it does not work,14,card_not_working,14
the card i have doesnt work,14,card_not_working,14
my card doesnt accept any transaction at all whats wrong,14,card_not_working,14
how can i check if my card is working,14,card_not_working,14
nothing goes through on my card,14,card_not_working,14
how do i find out why my card wont work,14,card_not_working,14
could it be that i deactivated my card its not working,14,card_not_working,14
may i exchange currencies with this,33,exchange_via_app,32
tell me how i can exchange between different currency,33,exchange_via_app,33
can i change from one currency to another,33,exchange_via_app,33
how do i change gbp to aud,33,exchange_via_app,33
will this app exchange currencies,33,exchange_via_app,33
how do i convert currencies with the app,33,exchange_via_app,33
how are currencies exchanged,33,exchange_via_app,32
can i exchange currencies with this app,33,exchange_via_app,33
how do i make an exchange from one currency to another,33,exchange_via_app,33
how do i interconvert between aud and gbp,33,exchange_via_app,32
what all currencies can be exchanged,33,exchange_via_app,36
what is the best way to exchange currency between usd and gbp using your app,33,exchange_via_app,33
if i wanted to make a change from gbp to aud what is the process,33,exchange_via_app,33
can i get some money exchanged,33,exchange_via_app,32
is it possible to change to another currency,33,exchange_via_app,36
how do i exchange my gbp to aud,33,exchange_via_app,33
how would i use my money in a different country,33,exchange_via_app,24
if i receive foreign currencies am i able to exchange them on the app,33,exchange_via_app,33
can i change to another currency,33,exchange_via_app,36
i need aud not gbp how do i change it,33,exchange_via_app,32
what is the best way to exchange currency,33,exchange_via_app,32
if i need gbp instead of aud what do i do,33,exchange_via_app,32
i was wondering whether exchanging currencies can be done on this app,33,exchange_via_app,33
i might need aud instead of gbp how to change,33,exchange_via_app,32
how do i go through the process of currency exchange,33,exchange_via_app,32
change currency,33,exchange_via_app,32
can am i able to exchange currencies,33,exchange_via_app,32
where do i go to change gbp,33,exchange_via_app,32
what currencys can i exchange for,33,exchange_via_app,36
what currencies will this app exchange,33,exchange_via_app,36
can this app help me exchange currencies,33,exchange_via_app,33
i would like to exchange some currency,33,exchange_via_app,32
can i exchange between gbp and usd on the app,33,exchange_via_app,33
is there currency exchange on this app,33,exchange_via_app,32
can i change my currency from usd to eur,33,exchange_via_app,36
i think i want aud and not gbp can you help,33,exchange_via_app,36
how do i exchange currency,33,exchange_via_app,32
can i use this app to change dollars into euros,33,exchange_via_app,33
can i exchange currencies with my account,33,exchange_via_app,33
i would like to exchange currencies,33,exchange_via_app,32
my entire gym bag including my wallet was stolen out of my locker today everything in my wallet is gone how do i block the card to make it cant be used,41,lost_or_stolen_card,41
i cant find my card and think it may have been stolen,41,lost_or_stolen_card,41
someone stole my card i need to report it stolen i made a police report already but how do i report it with you,41,lost_or_stolen_card,41
i cant find my card its gone,41,lost_or_stolen_card,41
my card is lost what can i do,41,lost_or_stolen_card,41
i lost my card,41,lost_or_stolen_card,41
oh no i lost my card help,41,lost_or_stolen_card,41
i believe my card has been stolen what can i do about this situation its urgent,41,lost_or_stolen_card,41
help someone stole my card,41,lost_or_stolen_card,41
help i have a stolen card,41,lost_or_stolen_card,41
card is lost please help,41,lost_or_stolen_card,41
how do i report my card stolen,41,lost_or_stolen_card,41
my card is gone i think it was stolen,41,lost_or_stolen_card,41
is a copy of the police report necessary for completing the report process,41,lost_or_stolen_card,41
i lost my wallet today with all my credit cards will you please block the card and send a replacement,41,lost_or_stolen_card,41
how do i deal with a stolen card,41,lost_or_stolen_card,41
can you freeze my card it was stolen,41,lost_or_stolen_card,41
help i cant find my card,41,lost_or_stolen_card,41
what should i do if i lost my card,41,lost_or_stolen_card,41
i need help with a lost card,41,lost_or_stolen_card,41
i think my card was stolen,41,lost_or_stolen_card,41
someone stole my wallet earlier today not sure exactly when probably on piccadilly circus can you check if there were any attempts to use the card and obviously block it,41,lost_or_stolen_card,41
i think i lost my card i dont know how long it has been missing can you see if maybe someone else has been using it,41,lost_or_stolen_card,41
how can i freeze a stolen card,41,lost_or_stolen_card,41
what should i do if my card is missing,41,lost_or_stolen_card,41
my bags were stolen i need a new card but need to cancel the stolen one,41,lost_or_stolen_card,41
somehow i am missing my card what should i do,41,lost_or_stolen_card,41
my card was taken from me,41,lost_or_stolen_card,18
my card got lost,41,lost_or_stolen_card,41
some idiot stole my card,41,lost_or_stolen_card,41
how do i report my card lost or stolen,41,lost_or_stolen_card,41
my card is lost what do i do now,41,lost_or_stolen_card,41
im in spain and my stuff has been stolen my card was with it and i need a new one shipped and the old one frozen,41,lost_or_stolen_card,41
i believe my credit card was stolen,41,lost_or_stolen_card,41
how do i report a stolen card,41,lost_or_stolen_card,41
somebody has stolen my card i need help please,41,lost_or_stolen_card,41
i cannot find my credit card,41,lost_or_stolen_card,41
are you able to locate my card,41,lost_or_stolen_card,41
my card got stolen,41,lost_or_stolen_card,41
help me please my card was stolen,41,lost_or_stolen_card,41
how old do i need to be to get an account for myself,1,age_limit,1
how young can i be to open my own account,1,age_limit,1
how old do i have to be,1,age_limit,1
can i open an account for a child,1,age_limit,1
how old do we have to be,1,age_limit,1
how do i go about setting up an account for my daughter,1,age_limit,1
is there an age minimum,1,age_limit,1
what is the youngest age in order to have an account,1,age_limit,1
what age do i have to be,1,age_limit,1
can my daughter open an account,1,age_limit,1
what is the minimum age to open an account,1,age_limit,1
what is the minimum age,1,age_limit,1
i am only can i make an account,1,age_limit,1
could i open an account for my children,1,age_limit,1
what is the age to open an account,1,age_limit,1
how do i open up an account for my child,1,age_limit,1
can i open a bank account for my newborn baby,1,age_limit,1
how old do i have to be to open an account,1,age_limit,1
do you offer services for children to have money saving experience,1,age_limit,1
